Statistic Label,Month,Year,COICOP,Commodity Group,UNIT,VALUE
Moving 12 months average index in HICP,December,1999,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,50.5
Moving 12 months average index in HICP,December,1999,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,123.5
Moving 12 months average index in HICP,December,1999,06,Health,Base 2015=100,53.7
Moving 12 months average index in HICP,December,1999,07,Transport,Base 2015=100,76.7
Moving 12 months average index in HICP,December,1999,08,Communications,Base 2015=100,107.3
Moving 12 months average index in HICP,December,1999,09,Recreation and culture,Base 2015=100,82.8
Moving 12 months average index in HICP,December,1999,10,Education,Base 2015=100,37.1
Moving 12 months average index in HICP,December,1999,11,Restaurants and hotels,Base 2015=100,63.7
Moving 12 months average index in HICP,December,1999,12,Miscellaneous goods and services,Base 2015=100,63.4
Moving 12 months average index in HICP,January,2000,00,All-items,Base 2015=100,73.5
Moving 12 months average index in HICP,January,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.2
Moving 12 months average index in HICP,January,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,55.6
Moving 12 months average index in HICP,January,2000,03,Clothing and footwear,Base 2015=100,195.4
Moving 12 months average index in HICP,January,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,50.8
Moving 12 months average index in HICP,January,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,123.8
Moving 12 months average index in HICP,January,2000,06,Health,Base 2015=100,53.9
Moving 12 months average index in HICP,January,2000,07,Transport,Base 2015=100,77.1
Moving 12 months average index in HICP,January,2000,08,Communications,Base 2015=100,107.0
Moving 12 months average index in HICP,January,2000,09,Recreation and culture,Base 2015=100,83.0
Moving 12 months average index in HICP,January,2000,10,Education,Base 2015=100,37.5
Moving 12 months average index in HICP,January,2000,11,Restaurants and hotels,Base 2015=100,64.0
Moving 12 months average index in HICP,January,2000,12,Miscellaneous goods and services,Base 2015=100,63.6
Moving 12 months average index in HICP,February,2000,00,All-items,Base 2015=100,73.8
Moving 12 months average index in HICP,February,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.3
Moving 12 months average index in HICP,February,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,56.2
Moving 12 months average index in HICP,February,2000,03,Clothing and footwear,Base 2015=100,194.6
Moving 12 months average index in HICP,February,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,51.1
Moving 12 months average index in HICP,February,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,124.2
Moving 12 months average index in HICP,February,2000,06,Health,Base 2015=100,54.2
Moving 12 months average index in HICP,February,2000,07,Transport,Base 2015=100,77.6
Moving 12 months average index in HICP,February,2000,08,Communications,Base 2015=100,106.7
Moving 12 months average index in HICP,February,2000,09,Recreation and culture,Base 2015=100,83.2
Moving 12 months average index in HICP,February,2000,10,Education,Base 2015=100,37.9
Moving 12 months average index in HICP,February,2000,11,Restaurants and hotels,Base 2015=100,64.2
Moving 12 months average index in HICP,February,2000,12,Miscellaneous goods and services,Base 2015=100,63.8
Moving 12 months average index in HICP,March,2000,00,All-items,Base 2015=100,74.1
Moving 12 months average index in HICP,March,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.5
Moving 12 months average index in HICP,March,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,56.8
Moving 12 months average index in HICP,March,2000,03,Clothing and footwear,Base 2015=100,193.8
Moving 12 months average index in HICP,March,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,51.5
Moving 12 months average index in HICP,March,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,124.6
Moving 12 months average index in HICP,March,2000,06,Health,Base 2015=100,54.4
Moving 12 months average index in HICP,March,2000,07,Transport,Base 2015=100,78.2
Moving 12 months average index in HICP,March,2000,08,Communications,Base 2015=100,106.5
Moving 12 months average index in HICP,March,2000,09,Recreation and culture,Base 2015=100,83.4
Moving 12 months average index in HICP,March,2000,10,Education,Base 2015=100,38.3
Moving 12 months average index in HICP,March,2000,11,Restaurants and hotels,Base 2015=100,64.5
Moving 12 months average index in HICP,March,2000,12,Miscellaneous goods and services,Base 2015=100,64.1
Moving 12 months average index in HICP,April,2000,00,All-items,Base 2015=100,74.4
Moving 12 months average index in HICP,April,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.6
Moving 12 months average index in HICP,April,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,57.4
Moving 12 months average index in HICP,April,2000,03,Clothing and footwear,Base 2015=100,193.0
Moving 12 months average index in HICP,April,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,51.8
Moving 12 months average index in HICP,April,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,125.0
Moving 12 months average index in HICP,April,2000,06,Health,Base 2015=100,54.7
Moving 12 months average index in HICP,April,2000,07,Transport,Base 2015=100,78.9
Moving 12 months average index in HICP,April,2000,08,Communications,Base 2015=100,106.2
Moving 12 months average index in HICP,April,2000,09,Recreation and culture,Base 2015=100,83.7
Moving 12 months average index in HICP,April,2000,10,Education,Base 2015=100,38.7
Moving 12 months average index in HICP,April,2000,11,Restaurants and hotels,Base 2015=100,64.8
Moving 12 months average index in HICP,April,2000,12,Miscellaneous goods and services,Base 2015=100,64.4
Moving 12 months average index in HICP,May,2000,00,All-items,Base 2015=100,74.7
Moving 12 months average index in HICP,May,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.8
Moving 12 months average index in HICP,May,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,58.0
Moving 12 months average index in HICP,May,2000,03,Clothing and footwear,Base 2015=100,192.1
Moving 12 months average index in HICP,May,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,52.1
Moving 12 months average index in HICP,May,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,125.5
Moving 12 months average index in HICP,May,2000,06,Health,Base 2015=100,55.0
Moving 12 months average index in HICP,May,2000,07,Transport,Base 2015=100,79.4
Moving 12 months average index in HICP,May,2000,08,Communications,Base 2015=100,105.8
Moving 12 months average index in HICP,May,2000,09,Recreation and culture,Base 2015=100,84.0
Moving 12 months average index in HICP,May,2000,10,Education,Base 2015=100,39.2
Moving 12 months average index in HICP,May,2000,11,Restaurants and hotels,Base 2015=100,65.1
Moving 12 months average index in HICP,May,2000,12,Miscellaneous goods and services,Base 2015=100,64.7
Moving 12 months average index in HICP,June,2000,00,All-items,Base 2015=100,75.0
Moving 12 months average index in HICP,June,2000,01,Food and non-alcoholic beverages,Base 2015=100,87.9
Moving 12 months average index in HICP,June,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,58.6
Moving 12 months average index in HICP,June,2000,03,Clothing and footwear,Base 2015=100,191.3
Moving 12 months average index in HICP,June,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,52.5
Moving 12 months average index in HICP,June,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,126.0
Moving 12 months average index in HICP,June,2000,06,Health,Base 2015=100,55.3
Moving 12 months average index in HICP,June,2000,07,Transport,Base 2015=100,80.0
Moving 12 months average index in HICP,June,2000,08,Communications,Base 2015=100,105.6
Moving 12 months average index in HICP,June,2000,09,Recreation and culture,Base 2015=100,84.3
Moving 12 months average index in HICP,June,2000,10,Education,Base 2015=100,39.6
Moving 12 months average index in HICP,June,2000,11,Restaurants and hotels,Base 2015=100,65.4
Moving 12 months average index in HICP,June,2000,12,Miscellaneous goods and services,Base 2015=100,65.0
Moving 12 months average index in HICP,July,2000,00,All-items,Base 2015=100,75.4
Moving 12 months average index in HICP,July,2000,01,Food and non-alcoholic beverages,Base 2015=100,88.2
Moving 12 months average index in HICP,July,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,59.2
Moving 12 months average index in HICP,July,2000,03,Clothing and footwear,Base 2015=100,190.6
Moving 12 months average index in HICP,July,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,52.8
Moving 12 months average index in HICP,July,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,126.5
Moving 12 months average index in HICP,July,2000,06,Health,Base 2015=100,55.6
Moving 12 months average index in HICP,July,2000,07,Transport,Base 2015=100,80.7
Moving 12 months average index in HICP,July,2000,08,Communications,Base 2015=100,105.7
Moving 12 months average index in HICP,July,2000,09,Recreation and culture,Base 2015=100,84.5
Moving 12 months average index in HICP,July,2000,10,Education,Base 2015=100,40.0
Moving 12 months average index in HICP,July,2000,11,Restaurants and hotels,Base 2015=100,65.7
Moving 12 months average index in HICP,July,2000,12,Miscellaneous goods and services,Base 2015=100,65.3
Moving 12 months average index in HICP,August,2000,00,All-items,Base 2015=100,75.8
Moving 12 months average index in HICP,August,2000,01,Food and non-alcoholic beverages,Base 2015=100,88.5
Moving 12 months average index in HICP,August,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,59.7
Moving 12 months average index in HICP,August,2000,03,Clothing and footwear,Base 2015=100,189.9
Moving 12 months average index in HICP,August,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,53.2
Moving 12 months average index in HICP,August,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,127.1
Moving 12 months average index in HICP,August,2000,06,Health,Base 2015=100,55.9
Moving 12 months average index in HICP,August,2000,07,Transport,Base 2015=100,81.3
Moving 12 months average index in HICP,August,2000,08,Communications,Base 2015=100,105.7
Moving 12 months average index in HICP,August,2000,09,Recreation and culture,Base 2015=100,84.8
Moving 12 months average index in HICP,August,2000,10,Education,Base 2015=100,40.4
Moving 12 months average index in HICP,August,2000,11,Restaurants and hotels,Base 2015=100,66.0
Moving 12 months average index in HICP,August,2000,12,Miscellaneous goods and services,Base 2015=100,65.6
Moving 12 months average index in HICP,September,2000,00,All-items,Base 2015=100,76.1
Moving 12 months average index in HICP,September,2000,01,Food and non-alcoholic beverages,Base 2015=100,88.8
Moving 12 months average index in HICP,September,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,60.3
Moving 12 months average index in HICP,September,2000,03,Clothing and footwear,Base 2015=100,189.1
Moving 12 months average index in HICP,September,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,53.6
Moving 12 months average index in HICP,September,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,127.4
Moving 12 months average index in HICP,September,2000,06,Health,Base 2015=100,56.2
Moving 12 months average index in HICP,September,2000,07,Transport,Base 2015=100,81.8
Moving 12 months average index in HICP,September,2000,08,Communications,Base 2015=100,105.7
Moving 12 months average index in HICP,September,2000,09,Recreation and culture,Base 2015=100,85.0
Moving 12 months average index in HICP,September,2000,10,Education,Base 2015=100,40.9
Moving 12 months average index in HICP,September,2000,11,Restaurants and hotels,Base 2015=100,66.4
Moving 12 months average index in HICP,September,2000,12,Miscellaneous goods and services,Base 2015=100,65.9
Moving 12 months average index in HICP,October,2000,00,All-items,Base 2015=100,76.5
Moving 12 months average index in HICP,October,2000,01,Food and non-alcoholic beverages,Base 2015=100,89.1
Moving 12 months average index in HICP,October,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,60.9
Moving 12 months average index in HICP,October,2000,03,Clothing and footwear,Base 2015=100,188.4
Moving 12 months average index in HICP,October,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,54.1
Moving 12 months average index in HICP,October,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,127.7
Moving 12 months average index in HICP,October,2000,06,Health,Base 2015=100,56.4
Moving 12 months average index in HICP,October,2000,07,Transport,Base 2015=100,82.3
Moving 12 months average index in HICP,October,2000,08,Communications,Base 2015=100,105.7
Moving 12 months average index in HICP,October,2000,09,Recreation and culture,Base 2015=100,85.3
Moving 12 months average index in HICP,October,2000,10,Education,Base 2015=100,41.2
Moving 12 months average index in HICP,October,2000,11,Restaurants and hotels,Base 2015=100,66.7
Moving 12 months average index in HICP,October,2000,12,Miscellaneous goods and services,Base 2015=100,66.1
Moving 12 months average index in HICP,November,2000,00,All-items,Base 2015=100,76.8
Moving 12 months average index in HICP,November,2000,01,Food and non-alcoholic beverages,Base 2015=100,89.4
Moving 12 months average index in HICP,November,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,61.5
Moving 12 months average index in HICP,November,2000,03,Clothing and footwear,Base 2015=100,187.7
Moving 12 months average index in HICP,November,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,54.6
Moving 12 months average index in HICP,November,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,128.1
Moving 12 months average index in HICP,November,2000,06,Health,Base 2015=100,56.7
Moving 12 months average index in HICP,November,2000,07,Transport,Base 2015=100,82.9
Moving 12 months average index in HICP,November,2000,08,Communications,Base 2015=100,104.9
Moving 12 months average index in HICP,November,2000,09,Recreation and culture,Base 2015=100,85.5
Moving 12 months average index in HICP,November,2000,10,Education,Base 2015=100,41.5
Moving 12 months average index in HICP,November,2000,11,Restaurants and hotels,Base 2015=100,67.0
Moving 12 months average index in HICP,November,2000,12,Miscellaneous goods and services,Base 2015=100,66.4
Moving 12 months average index in HICP,December,2000,00,All-items,Base 2015=100,77.1
Moving 12 months average index in HICP,December,2000,01,Food and non-alcoholic beverages,Base 2015=100,89.8
Moving 12 months average index in HICP,December,2000,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,61.6
Moving 12 months average index in HICP,December,2000,03,Clothing and footwear,Base 2015=100,187.0
Moving 12 months average index in HICP,December,2000,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,55.1
Moving 12 months average index in HICP,December,2000,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,128.5
Moving 12 months average index in HICP,December,2000,06,Health,Base 2015=100,56.9
Moving 12 months average index in HICP,December,2000,07,Transport,Base 2015=100,83.3
Moving 12 months average index in HICP,December,2000,08,Communications,Base 2015=100,104.0
Moving 12 months average index in HICP,December,2000,09,Recreation and culture,Base 2015=100,85.8
Moving 12 months average index in HICP,December,2000,10,Education,Base 2015=100,41.8
Moving 12 months average index in HICP,December,2000,11,Restaurants and hotels,Base 2015=100,67.3
Moving 12 months average index in HICP,December,2000,12,Miscellaneous goods and services,Base 2015=100,66.7
Moving 12 months average index in HICP,January,2001,00,All-items,Base 2015=100,77.4
Moving 12 months average index in HICP,January,2001,01,Food and non-alcoholic beverages,Base 2015=100,90.1
Moving 12 months average index in HICP,January,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,61.7
Moving 12 months average index in HICP,January,2001,03,Clothing and footwear,Base 2015=100,186.5
Moving 12 months average index in HICP,January,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,55.5
Moving 12 months average index in HICP,January,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,128.8
Moving 12 months average index in HICP,January,2001,06,Health,Base 2015=100,57.2
Moving 12 months average index in HICP,January,2001,07,Transport,Base 2015=100,83.4
Moving 12 months average index in HICP,January,2001,08,Communications,Base 2015=100,103.1
Moving 12 months average index in HICP,January,2001,09,Recreation and culture,Base 2015=100,86.1
Moving 12 months average index in HICP,January,2001,10,Education,Base 2015=100,42.0
Moving 12 months average index in HICP,January,2001,11,Restaurants and hotels,Base 2015=100,67.5
Moving 12 months average index in HICP,January,2001,12,Miscellaneous goods and services,Base 2015=100,67.1
Moving 12 months average index in HICP,February,2001,00,All-items,Base 2015=100,77.6
Moving 12 months average index in HICP,February,2001,01,Food and non-alcoholic beverages,Base 2015=100,90.5
Moving 12 months average index in HICP,February,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,61.9
Moving 12 months average index in HICP,February,2001,03,Clothing and footwear,Base 2015=100,186.1
Moving 12 months average index in HICP,February,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,55.8
Moving 12 months average index in HICP,February,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,129.2
Moving 12 months average index in HICP,February,2001,06,Health,Base 2015=100,57.5
Moving 12 months average index in HICP,February,2001,07,Transport,Base 2015=100,83.4
Moving 12 months average index in HICP,February,2001,08,Communications,Base 2015=100,102.0
Moving 12 months average index in HICP,February,2001,09,Recreation and culture,Base 2015=100,86.4
Moving 12 months average index in HICP,February,2001,10,Education,Base 2015=100,42.2
Moving 12 months average index in HICP,February,2001,11,Restaurants and hotels,Base 2015=100,67.8
Moving 12 months average index in HICP,February,2001,12,Miscellaneous goods and services,Base 2015=100,67.4
Moving 12 months average index in HICP,March,2001,00,All-items,Base 2015=100,77.9
Moving 12 months average index in HICP,March,2001,01,Food and non-alcoholic beverages,Base 2015=100,91.0
Moving 12 months average index in HICP,March,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.0
Moving 12 months average index in HICP,March,2001,03,Clothing and footwear,Base 2015=100,185.5
Moving 12 months average index in HICP,March,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,56.2
Moving 12 months average index in HICP,March,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,129.6
Moving 12 months average index in HICP,March,2001,06,Health,Base 2015=100,57.7
Moving 12 months average index in HICP,March,2001,07,Transport,Base 2015=100,83.4
Moving 12 months average index in HICP,March,2001,08,Communications,Base 2015=100,101.0
Moving 12 months average index in HICP,March,2001,09,Recreation and culture,Base 2015=100,86.7
Moving 12 months average index in HICP,March,2001,10,Education,Base 2015=100,42.5
Moving 12 months average index in HICP,March,2001,11,Restaurants and hotels,Base 2015=100,68.1
Moving 12 months average index in HICP,March,2001,12,Miscellaneous goods and services,Base 2015=100,67.8
Moving 12 months average index in HICP,April,2001,00,All-items,Base 2015=100,78.1
Moving 12 months average index in HICP,April,2001,01,Food and non-alcoholic beverages,Base 2015=100,91.6
Moving 12 months average index in HICP,April,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.2
Moving 12 months average index in HICP,April,2001,03,Clothing and footwear,Base 2015=100,184.9
Moving 12 months average index in HICP,April,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,56.5
Moving 12 months average index in HICP,April,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,130.0
Moving 12 months average index in HICP,April,2001,06,Health,Base 2015=100,58.0
Moving 12 months average index in HICP,April,2001,07,Transport,Base 2015=100,83.2
Moving 12 months average index in HICP,April,2001,08,Communications,Base 2015=100,100.0
Moving 12 months average index in HICP,April,2001,09,Recreation and culture,Base 2015=100,87.0
Moving 12 months average index in HICP,April,2001,10,Education,Base 2015=100,42.7
Moving 12 months average index in HICP,April,2001,11,Restaurants and hotels,Base 2015=100,68.5
Moving 12 months average index in HICP,April,2001,12,Miscellaneous goods and services,Base 2015=100,68.1
Moving 12 months average index in HICP,May,2001,00,All-items,Base 2015=100,78.4
Moving 12 months average index in HICP,May,2001,01,Food and non-alcoholic beverages,Base 2015=100,92.1
Moving 12 months average index in HICP,May,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.3
Moving 12 months average index in HICP,May,2001,03,Clothing and footwear,Base 2015=100,184.3
Moving 12 months average index in HICP,May,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,56.8
Moving 12 months average index in HICP,May,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,130.4
Moving 12 months average index in HICP,May,2001,06,Health,Base 2015=100,58.3
Moving 12 months average index in HICP,May,2001,07,Transport,Base 2015=100,83.2
Moving 12 months average index in HICP,May,2001,08,Communications,Base 2015=100,99.2
Moving 12 months average index in HICP,May,2001,09,Recreation and culture,Base 2015=100,87.3
Moving 12 months average index in HICP,May,2001,10,Education,Base 2015=100,43.0
Moving 12 months average index in HICP,May,2001,11,Restaurants and hotels,Base 2015=100,68.8
Moving 12 months average index in HICP,May,2001,12,Miscellaneous goods and services,Base 2015=100,68.4
Moving 12 months average index in HICP,June,2001,00,All-items,Base 2015=100,78.7
Moving 12 months average index in HICP,June,2001,01,Food and non-alcoholic beverages,Base 2015=100,92.7
Moving 12 months average index in HICP,June,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.4
Moving 12 months average index in HICP,June,2001,03,Clothing and footwear,Base 2015=100,183.7
Moving 12 months average index in HICP,June,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,57.2
Moving 12 months average index in HICP,June,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,130.7
Moving 12 months average index in HICP,June,2001,06,Health,Base 2015=100,58.6
Moving 12 months average index in HICP,June,2001,07,Transport,Base 2015=100,83.3
Moving 12 months average index in HICP,June,2001,08,Communications,Base 2015=100,98.3
Moving 12 months average index in HICP,June,2001,09,Recreation and culture,Base 2015=100,87.6
Moving 12 months average index in HICP,June,2001,10,Education,Base 2015=100,43.2
Moving 12 months average index in HICP,June,2001,11,Restaurants and hotels,Base 2015=100,69.1
Moving 12 months average index in HICP,June,2001,12,Miscellaneous goods and services,Base 2015=100,68.7
Moving 12 months average index in HICP,July,2001,00,All-items,Base 2015=100,78.9
Moving 12 months average index in HICP,July,2001,01,Food and non-alcoholic beverages,Base 2015=100,93.2
Moving 12 months average index in HICP,July,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.5
Moving 12 months average index in HICP,July,2001,03,Clothing and footwear,Base 2015=100,183.4
Moving 12 months average index in HICP,July,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,57.5
Moving 12 months average index in HICP,July,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,131.0
Moving 12 months average index in HICP,July,2001,06,Health,Base 2015=100,58.9
Moving 12 months average index in HICP,July,2001,07,Transport,Base 2015=100,83.2
Moving 12 months average index in HICP,July,2001,08,Communications,Base 2015=100,97.5
Moving 12 months average index in HICP,July,2001,09,Recreation and culture,Base 2015=100,87.9
Moving 12 months average index in HICP,July,2001,10,Education,Base 2015=100,43.4
Moving 12 months average index in HICP,July,2001,11,Restaurants and hotels,Base 2015=100,69.5
Moving 12 months average index in HICP,July,2001,12,Miscellaneous goods and services,Base 2015=100,69.0
Moving 12 months average index in HICP,August,2001,00,All-items,Base 2015=100,79.2
Moving 12 months average index in HICP,August,2001,01,Food and non-alcoholic beverages,Base 2015=100,93.7
Moving 12 months average index in HICP,August,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.7
Moving 12 months average index in HICP,August,2001,03,Clothing and footwear,Base 2015=100,183.1
Moving 12 months average index in HICP,August,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,57.8
Moving 12 months average index in HICP,August,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,131.3
Moving 12 months average index in HICP,August,2001,06,Health,Base 2015=100,59.3
Moving 12 months average index in HICP,August,2001,07,Transport,Base 2015=100,82.9
Moving 12 months average index in HICP,August,2001,08,Communications,Base 2015=100,96.7
Moving 12 months average index in HICP,August,2001,09,Recreation and culture,Base 2015=100,88.2
Moving 12 months average index in HICP,August,2001,10,Education,Base 2015=100,43.7
Moving 12 months average index in HICP,August,2001,11,Restaurants and hotels,Base 2015=100,69.8
Moving 12 months average index in HICP,August,2001,12,Miscellaneous goods and services,Base 2015=100,69.3
Moving 12 months average index in HICP,September,2001,00,All-items,Base 2015=100,79.4
Moving 12 months average index in HICP,September,2001,01,Food and non-alcoholic beverages,Base 2015=100,94.2
Moving 12 months average index in HICP,September,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.8
Moving 12 months average index in HICP,September,2001,03,Clothing and footwear,Base 2015=100,182.8
Moving 12 months average index in HICP,September,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,58.0
Moving 12 months average index in HICP,September,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,131.6
Moving 12 months average index in HICP,September,2001,06,Health,Base 2015=100,59.6
Moving 12 months average index in HICP,September,2001,07,Transport,Base 2015=100,82.7
Moving 12 months average index in HICP,September,2001,08,Communications,Base 2015=100,95.9
Moving 12 months average index in HICP,September,2001,09,Recreation and culture,Base 2015=100,88.6
Moving 12 months average index in HICP,September,2001,10,Education,Base 2015=100,43.9
Moving 12 months average index in HICP,September,2001,11,Restaurants and hotels,Base 2015=100,70.1
Moving 12 months average index in HICP,September,2001,12,Miscellaneous goods and services,Base 2015=100,69.7
Moving 12 months average index in HICP,October,2001,00,All-items,Base 2015=100,79.7
Moving 12 months average index in HICP,October,2001,01,Food and non-alcoholic beverages,Base 2015=100,94.7
Moving 12 months average index in HICP,October,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,62.9
Moving 12 months average index in HICP,October,2001,03,Clothing and footwear,Base 2015=100,182.5
Moving 12 months average index in HICP,October,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,58.2
Moving 12 months average index in HICP,October,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,132.0
Moving 12 months average index in HICP,October,2001,06,Health,Base 2015=100,59.9
Moving 12 months average index in HICP,October,2001,07,Transport,Base 2015=100,82.4
Moving 12 months average index in HICP,October,2001,08,Communications,Base 2015=100,95.1
Moving 12 months average index in HICP,October,2001,09,Recreation and culture,Base 2015=100,89.1
Moving 12 months average index in HICP,October,2001,10,Education,Base 2015=100,44.2
Moving 12 months average index in HICP,October,2001,11,Restaurants and hotels,Base 2015=100,70.5
Moving 12 months average index in HICP,October,2001,12,Miscellaneous goods and services,Base 2015=100,70.2
Moving 12 months average index in HICP,November,2001,00,All-items,Base 2015=100,79.9
Moving 12 months average index in HICP,November,2001,01,Food and non-alcoholic beverages,Base 2015=100,95.2
Moving 12 months average index in HICP,November,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,63.0
Moving 12 months average index in HICP,November,2001,03,Clothing and footwear,Base 2015=100,182.1
Moving 12 months average index in HICP,November,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,58.2
Moving 12 months average index in HICP,November,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,132.3
Moving 12 months average index in HICP,November,2001,06,Health,Base 2015=100,60.3
Moving 12 months average index in HICP,November,2001,07,Transport,Base 2015=100,81.9
Moving 12 months average index in HICP,November,2001,08,Communications,Base 2015=100,95.2
Moving 12 months average index in HICP,November,2001,09,Recreation and culture,Base 2015=100,89.6
Moving 12 months average index in HICP,November,2001,10,Education,Base 2015=100,44.4
Moving 12 months average index in HICP,November,2001,11,Restaurants and hotels,Base 2015=100,70.8
Moving 12 months average index in HICP,November,2001,12,Miscellaneous goods and services,Base 2015=100,70.6
Moving 12 months average index in HICP,December,2001,00,All-items,Base 2015=100,80.2
Moving 12 months average index in HICP,December,2001,01,Food and non-alcoholic beverages,Base 2015=100,95.6
Moving 12 months average index in HICP,December,2001,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,63.2
Moving 12 months average index in HICP,December,2001,03,Clothing and footwear,Base 2015=100,181.8
Moving 12 months average index in HICP,December,2001,04,"Housing, water, electricity, gas and other fuels",Base 2015=100,58.3
Moving 12 months average index in HICP,December,2001,05,"Furnishings, household equipment and routine household maintenance",Base 2015=100,132.6
Moving 12 months average index in HICP,December,2001,06,Health,Base 2015=100,60.7
Moving 12 months average index in HICP,December,2001,07,Transport,Base 2015=100,81.7
Moving 12 months average index in HICP,December,2001,08,Communications,Base 2015=100,95.4
Moving 12 months average index in HICP,December,2001,09,Recreation and culture,Base 2015=100,90.1
Moving 12 months average index in HICP,December,2001,10,Education,Base 2015=100,44.7
Moving 12 months average index in HICP,December,2001,11,Restaurants and hotels,Base 2015=100,71.2
Moving 12 months average index in HICP,December,2001,12,Miscellaneous goods and services,Base 2015=100,71.1
Moving 12 months average index in HICP,January,2002,00,All-items,Base 2015=100,80.5
Moving 12 months average index in HICP,January,2002,01,Food and non-alcoholic beverages,Base 2015=100,96.1
Moving 12 months average index in HICP,January,2002,02,"Alcoholic beverages, tobacco and narcotics",Base 2015=100,63.4
